地区,模型,月份,实际事件数,预测事件数
西欧,季节朴素,2013-02-01,23,3.0
西欧,季节朴素,2013-03-01,25,12.0
西欧,季节朴素,2013-04-01,12,15.0
西欧,季节朴素,2013-05-01,25,41.0
西欧,季节朴素,2013-06-01,25,16.0
西欧,季节朴素,2013-07-01,19,9.0
西欧,季节朴素,2013-08-01,19,8.0
西欧,季节朴素,2013-09-01,10,19.0
西欧,季节朴素,2013-10-01,25,12.0
西欧,季节朴素,2013-11-01,22,10.0
西欧,季节朴素,2013-12-01,23,40.0
西欧,季节朴素,2014-01-01,11,33.0
西欧,季节朴素,2014-02-01,16,23.0
西欧,季节朴素,2014-03-01,26,25.0
西欧,季节朴素,2014-04-01,16,12.0
西欧,季节朴素,2014-05-01,8,25.0
西欧,季节朴素,2014-06-01,19,25.0
西欧,季节朴素,2014-07-01,12,19.0
西欧,季节朴素,2014-08-01,26,19.0
西欧,季节朴素,2014-09-01,17,10.0
西欧,季节朴素,2014-10-01,20,25.0
西欧,季节朴素,2014-11-01,24,22.0
西欧,季节朴素,2014-12-01,20,23.0
西欧,季节朴素,2015-01-01,28,11.0
西欧,季节朴素,2015-02-01,23,16.0
西欧,季节朴素,2015-03-01,18,26.0
西欧,季节朴素,2015-04-01,21,16.0
西欧,季节朴素,2015-05-01,21,8.0
西欧,季节朴素,2015-06-01,12,19.0
西欧,季节朴素,2015-07-01,20,12.0
西欧,季节朴素,2015-08-01,21,26.0
西欧,季节朴素,2015-09-01,27,17.0
西欧,季节朴素,2015-10-01,45,20.0
西欧,季节朴素,2015-11-01,52,24.0
西欧,季节朴素,2015-12-01,45,20.0
西欧,季节朴素,2016-01-01,27,28.0
西欧,季节朴素,2016-02-01,30,23.0
西欧,季节朴素,2016-03-01,28,18.0
西欧,季节朴素,2016-04-01,20,21.0
西欧,季节朴素,2016-05-01,15,21.0
西欧,季节朴素,2016-06-01,21,12.0
西欧,季节朴素,2016-07-01,33,20.0
西欧,季节朴素,2016-08-01,18,21.0
西欧,季节朴素,2016-09-01,17,27.0
西欧,季节朴素,2016-10-01,21,45.0
西欧,季节朴素,2016-11-01,21,52.0
西欧,季节朴素,2016-12-01,22,45.0
西欧,近12月均值,2012-01-01,8,7.916666666666667
西欧,近12月均值,2012-02-01,3,7.916666666666667
西欧,近12月均值,2012-03-01,12,7.916666666666667
西欧,近12月均值,2012-04-01,15,7.916666666666667
西欧,近12月均值,2012-05-01,41,7.916666666666667
西欧,近12月均值,2012-06-01,16,7.916666666666667
西欧,近12月均值,2012-07-01,9,7.916666666666667
西欧,近12月均值,2012-08-01,8,7.916666666666667
西欧,近12月均值,2012-09-01,19,7.916666666666667
西欧,近12月均值,2012-10-01,12,7.916666666666667
西欧,近12月均值,2012-11-01,10,7.916666666666667
西欧,近12月均值,2012-12-01,40,7.916666666666667
西欧,近12月均值,2013-01-01,33,16.083333333333332
西欧,近12月均值,2013-02-01,23,16.083333333333332
西欧,近12月均值,2013-03-01,25,16.083333333333332
西欧,近12月均值,2013-04-01,12,16.083333333333332
西欧,近12月均值,2013-05-01,25,16.083333333333332
西欧,近12月均值,2013-06-01,25,16.083333333333332
西欧,近12月均值,2013-07-01,19,16.083333333333332
西欧,近12月均值,2013-08-01,19,16.083333333333332
西欧,近12月均值,2013-09-01,10,16.083333333333332
西欧,近12月均值,2013-10-01,25,16.083333333333332
西欧,近12月均值,2013-11-01,22,16.083333333333332
西欧,近12月均值,2013-12-01,23,16.083333333333332
西欧,近12月均值,2014-01-01,11,21.75
西欧,近12月均值,2014-02-01,16,21.75
西欧,近12月均值,2014-03-01,26,21.75
西欧,近12月均值,2014-04-01,16,21.75
西欧,近12月均值,2014-05-01,8,21.75
西欧,近12月均值,2014-06-01,19,21.75
西欧,近12月均值,2014-07-01,12,21.75
西欧,近12月均值,2014-08-01,26,21.75
西欧,近12月均值,2014-09-01,17,21.75
西欧,近12月均值,2014-10-01,20,21.75
西欧,近12月均值,2014-11-01,24,21.75
西欧,近12月均值,2014-12-01,20,21.75
西欧,近12月均值,2015-01-01,28,17.916666666666668
西欧,近12月均值,2015-02-01,23,17.916666666666668
西欧,近12月均值,2015-03-01,18,17.916666666666668
西欧,近12月均值,2015-04-01,21,17.916666666666668
西欧,近12月均值,2015-05-01,21,17.916666666666668
西欧,近12月均值,2015-06-01,12,17.916666666666668
西欧,近12月均值,2015-07-01,20,17.916666666666668
西欧,近12月均值,2015-08-01,21,17.916666666666668
西欧,近12月均值,2015-09-01,27,17.916666666666668
西欧,近12月均值,2015-10-01,45,17.916666666666668
西欧,近12月均值,2015-11-01,52,17.916666666666668
西欧,近12月均值,2015-12-01,45,17.916666666666668
西欧,近12月均值,2016-01-01,27,27.75
西欧,近12月均值,2016-02-01,30,27.75
西欧,近12月均值,2016-03-01,28,27.75
西欧,近12月均值,2016-04-01,20,27.75
西欧,近12月均值,2016-05-01,15,27.75
西欧,近12月均值,2016-06-01,21,27.75
西欧,近12月均值,2016-07-01,33,27.75
西欧,近12月均值,2016-08-01,18,27.75
西欧,近12月均值,2016-09-01,17,27.75
西欧,近12月均值,2016-10-01,21,27.75
西欧,近12月均值,2016-11-01,21,27.75
西欧,近12月均值,2016-12-01,22,27.75
西欧,阻尼季节ETS,2012-01-01,8,10.404777362997542
西欧,阻尼季节ETS,2012-02-01,3,13.518846114214668
西欧,阻尼季节ETS,2012-03-01,12,9.674306460029705
西欧,阻尼季节ETS,2012-04-01,15,8.666624842170009
西欧,阻尼季节ETS,2012-05-01,41,9.091905025084102
西欧,阻尼季节ETS,2012-06-01,16,8.3457272122413
西欧,阻尼季节ETS,2012-07-01,9,9.22650682673396
西欧,阻尼季节ETS,2012-08-01,8,6.931088154213328
西欧,阻尼季节ETS,2012-09-01,19,3.6567512824460557
西欧,阻尼季节ETS,2012-10-01,12,5.001200681061233
西欧,阻尼季节ETS,2012-11-01,10,7.7622427669029435
西欧,阻尼季节ETS,2012-12-01,40,5.9380575855330635
西欧,阻尼季节ETS,2013-01-01,33,21.001226984982658
西欧,阻尼季节ETS,2013-02-01,23,21.965574348218063
西欧,阻尼季节ETS,2013-03-01,25,21.32650312863681
西欧,阻尼季节ETS,2013-04-01,12,20.492016536143225
西欧,阻尼季节ETS,2013-05-01,25,27.454246538767137
西欧,阻尼季节ETS,2013-06-01,25,19.01973624427643
西欧,阻尼季节ETS,2013-07-01,19,20.785031721162067
西欧,阻尼季节ETS,2013-08-01,19,18.34829555207242
西欧,阻尼季节ETS,2013-09-01,10,17.113483458598154
西欧,阻尼季节ETS,2013-10-01,25,17.877307304981272
西欧,阻尼季节ETS,2013-11-01,22,18.242166254295952
西欧,阻尼季节ETS,2013-12-01,23,23.207097615667575
西欧,阻尼季节ETS,2014-01-01,11,25.930210008953196
西欧,阻尼季节ETS,2014-02-01,16,22.460139122050908
西欧,阻尼季节ETS,2014-03-01,26,25.15401326565157
西欧,阻尼季节ETS,2014-04-01,16,19.2151385114472
西欧,阻尼季节ETS,2014-05-01,8,27.446211892345815
西欧,阻尼季节ETS,2014-06-01,19,21.65173267806604
西欧,阻尼季节ETS,2014-07-01,12,22.23429675171297
西欧,阻尼季节ETS,2014-08-01,26,17.195917461665502
西欧,阻尼季节ETS,2014-09-01,17,15.73889657418476
西欧,阻尼季节ETS,2014-10-01,20,19.86496859273787
西欧,阻尼季节ETS,2014-11-01,24,20.576677411659062
西欧,阻尼季节ETS,2014-12-01,20,25.475794320734966
西欧,阻尼季节ETS,2015-01-01,28,24.21648304221668
西欧,阻尼季节ETS,2015-02-01,23,18.58651575599207
西欧,阻尼季节ETS,2015-03-01,18,22.756903790820196
西欧,阻尼季节ETS,2015-04-01,21,18.326812554848647
西欧,阻尼季节ETS,2015-05-01,21,23.897118237490076
西欧,阻尼季节ETS,2015-06-01,12,21.067875496087915
西欧,阻尼季节ETS,2015-07-01,20,17.638636610319214
西欧,阻尼季节ETS,2015-08-01,21,18.60949113964437
西欧,阻尼季节ETS,2015-09-01,27,16.580598012058005
西欧,阻尼季节ETS,2015-10-01,45,19.951455048749693
西欧,阻尼季节ETS,2015-11-01,52,22.122655048239253
西欧,阻尼季节ETS,2015-12-01,45,25.893946559704553
西欧,阻尼季节ETS,2016-01-01,27,45.26367019816755
西欧,阻尼季节ETS,2016-02-01,30,40.544934710451315
西欧,阻尼季节ETS,2016-03-01,28,43.82676324416924
西欧,阻尼季节ETS,2016-04-01,20,39.308460572070096
西欧,阻尼季节ETS,2016-05-01,15,44.990146600965716
西欧,阻尼季节ETS,2016-06-01,21,40.672228633988205
西欧,阻尼季节ETS,2016-07-01,33,38.95524293160219
西欧,阻尼季节ETS,2016-08-01,18,39.638616887799536
西欧,阻尼季节ETS,2016-09-01,17,39.72237925675183
西欧,阻尼季节ETS,2016-10-01,21,46.606656528830015
西欧,阻尼季节ETS,2016-11-01,21,46.69062852523191
西欧,阻尼季节ETS,2016-12-01,22,50.97519419827583
西欧,低阶SARIMA,2012-01-01,8,9.256945239501842
西欧,低阶SARIMA,2012-02-01,3,12.656842264161803
西欧,低阶SARIMA,2012-03-01,12,9.056933748491662
西欧,低阶SARIMA,2012-04-01,15,8.256903220336984
西欧,低阶SARIMA,2012-05-01,41,8.856879929093669
西欧,低阶SARIMA,2012-06-01,16,8.256896437144523
西欧,低阶SARIMA,2012-07-01,9,9.256885234308392
西欧,低阶SARIMA,2012-08-01,8,7.056870290068069
西欧,低阶SARIMA,2012-09-01,19,3.8569190201977923
西欧,低阶SARIMA,2012-10-01,12,5.256917171817633
西欧,低阶SARIMA,2012-11-01,10,8.05686992008281
西欧,低阶SARIMA,2012-12-01,40,6.256923266927171
西欧,低阶SARIMA,2013-01-01,33,23.046023828874347
西欧,低阶SARIMA,2013-02-01,23,21.563731625865298
西欧,低阶SARIMA,2013-03-01,25,23.04019907318154
西欧,低阶SARIMA,2013-04-01,12,22.443800823405333
西欧,低阶SARIMA,2013-05-01,25,31.753039606928553
西欧,低阶SARIMA,2013-06-01,25,21.62337404898984
西欧,低阶SARIMA,2013-07-01,19,21.976667875164424
西欧,低阶SARIMA,2013-08-01,19,19.030799831665554
西欧,低阶SARIMA,2013-09-01,10,20.296830870609853
西欧,低阶SARIMA,2013-10-01,25,20.191448710126053
西欧,低阶SARIMA,2013-11-01,22,20.32537789246874
西欧,低阶SARIMA,2013-12-01,23,29.087882822906646
西欧,低阶SARIMA,2014-01-01,11,26.817460326071465
西欧,低阶SARIMA,2014-02-01,16,23.217539891839756
西欧,低阶SARIMA,2014-03-01,26,25.81740357951223
西欧,低阶SARIMA,2014-04-01,16,19.817626980314703
西欧,低阶SARIMA,2014-05-01,8,28.017388796803367
西欧,低阶SARIMA,2014-06-01,19,22.217579742592715
西欧,低阶SARIMA,2014-07-01,12,22.817427355498353
西欧,低阶SARIMA,2014-08-01,26,17.81754364327362
西欧,低阶SARIMA,2014-09-01,17,16.41756590424069
西欧,低阶SARIMA,2014-10-01,20,20.61749035131193
西欧,低阶SARIMA,2014-11-01,24,21.41754303745708
西欧,低阶SARIMA,2014-12-01,20,26.417304335541754
西欧,低阶SARIMA,2015-01-01,28,24.212986288380094
西欧,低阶SARIMA,2015-02-01,23,18.613148212142278
西欧,低阶SARIMA,2015-03-01,18,22.812967807899764
西欧,低阶SARIMA,2015-04-01,21,18.413147617481304
西欧,低阶SARIMA,2015-05-01,21,24.012957679199015
西欧,低阶SARIMA,2015-06-01,12,21.21304547342814
西欧,低阶SARIMA,2015-07-01,20,17.81309251896845
西欧,低阶SARIMA,2015-08-01,21,18.81302812027099
西欧,低阶SARIMA,2015-09-01,27,16.813106600681962
西欧,低阶SARIMA,2015-10-01,45,20.213042061956127
西欧,低阶SARIMA,2015-11-01,52,22.41306524034407
西欧,低阶SARIMA,2015-12-01,45,26.212852491565734
西欧,低阶SARIMA,2016-01-01,27,45.72156698251835
西欧,低阶SARIMA,2016-02-01,30,41.1216879500932
西欧,低阶SARIMA,2016-03-01,28,44.52153336952705
西欧,低阶SARIMA,2016-04-01,20,40.121706888437814
西欧,低阶SARIMA,2016-05-01,15,45.921497325166214
西欧,低阶SARIMA,2016-06-01,21,41.7216256811721
西欧,低阶SARIMA,2016-07-01,33,40.12163653798095
西欧,低阶SARIMA,2016-08-01,18,40.92162037396371
西欧,低阶SARIMA,2016-09-01,17,41.121681297546196
西欧,低阶SARIMA,2016-10-01,21,48.121556043917664
西欧,低阶SARIMA,2016-11-01,21,48.321662982092235
西欧,低阶SARIMA,2016-12-01,22,52.721394291080905
东欧,季节朴素,2012-01-01,10,23.0
东欧,季节朴素,2012-02-01,2,29.0
东欧,季节朴素,2012-03-01,9,18.0
东欧,季节朴素,2012-04-01,15,18.0
东欧,季节朴素,2012-05-01,21,15.0
东欧,季节朴素,2012-06-01,27,18.0
东欧,季节朴素,2012-07-01,17,17.0
东欧,季节朴素,2012-08-01,29,11.0
东欧,季节朴素,2012-09-01,9,17.0
东欧,季节朴素,2012-10-01,16,11.0
东欧,季节朴素,2012-11-01,11,15.0
东欧,季节朴素,2012-12-01,7,6.0
东欧,季节朴素,2013-01-01,15,10.0
东欧,季节朴素,2013-02-01,10,2.0
东欧,季节朴素,2013-03-01,4,9.0
东欧,季节朴素,2013-04-01,10,15.0
东欧,季节朴素,2013-05-01,15,21.0
东欧,季节朴素,2013-06-01,7,27.0
东欧,季节朴素,2013-07-01,18,17.0
东欧,季节朴素,2013-08-01,14,29.0
东欧,季节朴素,2013-09-01,12,9.0
东欧,季节朴素,2013-10-01,21,16.0
东欧,季节朴素,2013-11-01,20,11.0
东欧,季节朴素,2013-12-01,19,7.0
东欧,季节朴素,2014-01-01,15,15.0
东欧,季节朴素,2014-02-01,18,10.0
东欧,季节朴素,2014-03-01,9,4.0
东欧,季节朴素,2014-04-01,72,10.0
东欧,季节朴素,2014-05-01,86,15.0
东欧,季节朴素,2014-06-01,90,7.0
东欧,季节朴素,2014-07-01,196,18.0
东欧,季节朴素,2014-08-01,78,14.0
东欧,季节朴素,2014-09-01,88,12.0
东欧,季节朴素,2014-10-01,138,21.0
东欧,季节朴素,2014-11-01,105,20.0
东欧,季节朴素,2014-12-01,67,19.0
东欧,季节朴素,2015-01-01,143,15.0
东欧,季节朴素,2015-02-01,82,18.0
东欧,季节朴素,2015-03-01,103,9.0
东欧,季节朴素,2015-04-01,81,72.0
东欧,季节朴素,2015-05-01,54,86.0
东欧,季节朴素,2015-06-01,40,90.0
东欧,季节朴素,2015-07-01,34,196.0
东欧,季节朴素,2015-08-01,49,78.0
东欧,季节朴素,2015-09-01,19,88.0
东欧,季节朴素,2015-10-01,31,138.0
东欧,季节朴素,2015-11-01,27,105.0
东欧,季节朴素,2015-12-01,21,67.0
东欧,季节朴素,2016-01-01,5,143.0
东欧,季节朴素,2016-02-01,16,82.0
东欧,季节朴素,2016-03-01,14,103.0
东欧,季节朴素,2016-04-01,18,81.0
东欧,季节朴素,2016-05-01,13,54.0
东欧,季节朴素,2016-06-01,8,40.0
东欧,季节朴素,2016-07-01,5,34.0
东欧,季节朴素,2016-08-01,17,49.0
东欧,季节朴素,2016-09-01,14,19.0
东欧,季节朴素,2016-10-01,12,31.0
东欧,季节朴素,2016-11-01,3,27.0
东欧,季节朴素,2016-12-01,9,21.0
东欧,近12月均值,2012-01-01,10,16.5
东欧,近12月均值,2012-02-01,2,16.5
东欧,近12月均值,2012-03-01,9,16.5
东欧,近12月均值,2012-04-01,15,16.5
东欧,近12月均值,2012-05-01,21,16.5
东欧,近12月均值,2012-06-01,27,16.5
东欧,近12月均值,2012-07-01,17,16.5
东欧,近12月均值,2012-08-01,29,16.5
东欧,近12月均值,2012-09-01,9,16.5
东欧,近12月均值,2012-10-01,16,16.5
东欧,近12月均值,2012-11-01,11,16.5
东欧,近12月均值,2012-12-01,7,16.5
东欧,近12月均值,2013-01-01,15,14.416666666666666
东欧,近12月均值,2013-02-01,10,14.416666666666666
东欧,近12月均值,2013-03-01,4,14.416666666666666
东欧,近12月均值,2013-04-01,10,14.416666666666666
东欧,近12月均值,2013-05-01,15,14.416666666666666
东欧,近12月均值,2013-06-01,7,14.416666666666666
东欧,近12月均值,2013-07-01,18,14.416666666666666
东欧,近12月均值,2013-08-01,14,14.416666666666666
东欧,近12月均值,2013-09-01,12,14.416666666666666
东欧,近12月均值,2013-10-01,21,14.416666666666666
东欧,近12月均值,2013-11-01,20,14.416666666666666
东欧,近12月均值,2013-12-01,19,14.416666666666666
东欧,近12月均值,2014-01-01,15,13.75
东欧,近12月均值,2014-02-01,18,13.75
东欧,近12月均值,2014-03-01,9,13.75
东欧,近12月均值,2014-04-01,72,13.75
东欧,近12月均值,2014-05-01,86,13.75
东欧,近12月均值,2014-06-01,90,13.75
东欧,近12月均值,2014-07-01,196,13.75
东欧,近12月均值,2014-08-01,78,13.75
东欧,近12月均值,2014-09-01,88,13.75
东欧,近12月均值,2014-10-01,138,13.75
东欧,近12月均值,2014-11-01,105,13.75
东欧,近12月均值,2014-12-01,67,13.75
东欧,近12月均值,2015-01-01,143,80.16666666666667
东欧,近12月均值,2015-02-01,82,80.16666666666667
东欧,近12月均值,2015-03-01,103,80.16666666666667
东欧,近12月均值,2015-04-01,81,80.16666666666667
东欧,近12月均值,2015-05-01,54,80.16666666666667
东欧,近12月均值,2015-06-01,40,80.16666666666667
东欧,近12月均值,2015-07-01,34,80.16666666666667
东欧,近12月均值,2015-08-01,49,80.16666666666667
东欧,近12月均值,2015-09-01,19,80.16666666666667
东欧,近12月均值,2015-10-01,31,80.16666666666667
东欧,近12月均值,2015-11-01,27,80.16666666666667
东欧,近12月均值,2015-12-01,21,80.16666666666667
东欧,近12月均值,2016-01-01,5,57.0
东欧,近12月均值,2016-02-01,16,57.0
东欧,近12月均值,2016-03-01,14,57.0
东欧,近12月均值,2016-04-01,18,57.0
东欧,近12月均值,2016-05-01,13,57.0
东欧,近12月均值,2016-06-01,8,57.0
东欧,近12月均值,2016-07-01,5,57.0
东欧,近12月均值,2016-08-01,17,57.0
东欧,近12月均值,2016-09-01,14,57.0
东欧,近12月均值,2016-10-01,12,57.0
东欧,近12月均值,2016-11-01,3,57.0
东欧,近12月均值,2016-12-01,9,57.0
东欧,阻尼季节ETS,2012-01-01,10,6.092581793334829
东欧,阻尼季节ETS,2012-02-01,2,10.941041162176584
东欧,阻尼季节ETS,2012-03-01,9,4.005105944532923
东欧,阻尼季节ETS,2012-04-01,15,8.085323840945279
东欧,阻尼季节ETS,2012-05-01,21,6.77841057673111
东欧,阻尼季节ETS,2012-06-01,27,10.885355024536876
东欧,阻尼季节ETS,2012-07-01,17,16.204585844173923
东欧,阻尼季节ETS,2012-08-01,29,10.536306525366188
东欧,阻尼季节ETS,2012-09-01,9,7.079143156140754
东欧,阻尼季节ETS,2012-10-01,16,8.23238428538559
东欧,阻尼季节ETS,2012-11-01,11,18.79639518189469
东欧,阻尼季节ETS,2012-12-01,7,7.9689082386341
东欧,阻尼季节ETS,2013-01-01,15,6.8442238311349515
东欧,阻尼季节ETS,2013-02-01,10,8.664489628414028
东欧,阻尼季节ETS,2013-03-01,4,4.1500664351146215
东欧,阻尼季节ETS,2013-04-01,10,9.287968776216012
东欧,阻尼季节ETS,2013-05-01,15,9.667762288651314
东欧,阻尼季节ETS,2013-06-01,7,14.481117671772711
东欧,阻尼季节ETS,2013-07-01,18,17.72115868947083
东欧,阻尼季节ETS,2013-08-01,14,13.182622006241715
东欧,阻尼季节ETS,2013-09-01,12,7.86124305561977
东欧,阻尼季节ETS,2013-10-01,21,10.553648237765117
东欧,阻尼季节ETS,2013-11-01,20,16.056925911974826
东欧,阻尼季节ETS,2013-12-01,19,8.96898347683876
东欧,阻尼季节ETS,2014-01-01,15,17.431334054963738
东欧,阻尼季节ETS,2014-02-01,18,18.01102308513691
东欧,阻尼季节ETS,2014-03-01,9,13.415829904514668
东欧,阻尼季节ETS,2014-04-01,72,16.84299535975705
东欧,阻尼季节ETS,2014-05-01,86,18.29008823295446
东欧,阻尼季节ETS,2014-06-01,90,19.754945544899712
东欧,阻尼季节ETS,2014-07-01,196,24.235594738888494
东欧,阻尼季节ETS,2014-08-01,78,20.730376174198593
东欧,阻尼季节ETS,2014-09-01,88,17.037684843636896
东欧,阻尼季节ETS,2014-10-01,138,19.35618535437303
东欧,阻尼季节ETS,2014-11-01,105,23.284672490406074
东欧,阻尼季节ETS,2014-12-01,67,15.022043711582178
东欧,阻尼季节ETS,2015-01-01,143,86.79952114661957
东欧,阻尼季节ETS,2015-02-01,82,86.89224964749224
东欧,阻尼季节ETS,2015-03-01,103,80.35303833831118
东欧,阻尼季节ETS,2015-04-01,81,97.0412627054329
东欧,阻尼季节ETS,2015-05-01,54,99.89457100576186
东欧,阻尼季节ETS,2015-06-01,40,101.58928712032728
东欧,阻尼季节ETS,2015-07-01,34,126.04767356975483
东欧,阻尼季节ETS,2015-08-01,49,100.31662774911888
东欧,阻尼季节ETS,2015-09-01,19,99.82825484640412
东欧,阻尼季节ETS,2015-10-01,31,110.0809745673277
东欧,阻尼季节ETS,2015-11-01,27,105.56579743050881
东欧,阻尼季节ETS,2015-12-01,21,92.84585954262376
东欧,阻尼季节ETS,2016-01-01,5,37.74115699979512
东欧,阻尼季节ETS,2016-02-01,16,24.725659555433587
东欧,阻尼季节ETS,2016-03-01,14,25.071414033892964
东欧,阻尼季节ETS,2016-04-01,18,35.63873686493746
东欧,阻尼季节ETS,2016-05-01,13,34.58585751904401
东欧,阻尼季节ETS,2016-06-01,8,32.77121383761713
东欧,阻尼季节ETS,2016-07-01,5,52.73445035046624
东欧,阻尼季节ETS,2016-08-01,17,32.544449658312885
东欧,阻尼季节ETS,2016-09-01,14,25.27184215823381
东欧,阻尼季节ETS,2016-10-01,12,39.56613324266046
东欧,阻尼季节ETS,2016-11-01,3,31.639862327818488
东欧,阻尼季节ETS,2016-12-01,9,20.013675991190745
东欧,低阶SARIMA,2012-01-01,10,5.658041335877529
东欧,低阶SARIMA,2012-02-01,2,10.657963532320121
东欧,低阶SARIMA,2012-03-01,9,3.858038694314838
东欧,低阶SARIMA,2012-04-01,15,8.05795238230045
东欧,低阶SARIMA,2012-05-01,21,6.857984551714452
东欧,低阶SARIMA,2012-06-01,27,11.057955007233568
东欧,低阶SARIMA,2012-07-01,17,16.45790140717496
东欧,低阶SARIMA,2012-08-01,29,10.857937530428938
东欧,低阶SARIMA,2012-09-01,9,7.4580235469727825
东欧,低阶SARIMA,2012-10-01,16,8.65799134395995
东欧,低阶SARIMA,2012-11-01,11,19.2578155458722
东欧,低阶SARIMA,2012-12-01,7,8.457956077663283
东欧,低阶SARIMA,2013-01-01,15,5.905555287246184
东欧,低阶SARIMA,2013-02-01,10,7.905083436208661
东欧,低阶SARIMA,2013-03-01,4,3.505551992142097
东欧,低阶SARIMA,2013-04-01,10,8.705345385303113
东欧,低阶SARIMA,2013-05-01,15,9.10554136086467
东欧,低阶SARIMA,2013-06-01,7,13.905494308532644
东欧,低阶SARIMA,2013-07-01,18,17.10471144997677
东欧,低阶SARIMA,2013-08-01,14,12.505661906644306
东欧,低阶SARIMA,2013-09-01,12,7.105396431775215
东欧,低阶SARIMA,2013-10-01,21,9.705163029365004
东欧,低阶SARIMA,2013-11-01,20,15.104508235459736
东欧,低阶SARIMA,2013-12-01,19,7.904566748614448
东欧,低阶SARIMA,2014-01-01,15,17.621533537571864
东欧,低阶SARIMA,2014-02-01,18,18.4215013500783
东欧,低阶SARIMA,2014-03-01,9,14.02157211964348
东欧,低阶SARIMA,2014-04-01,72,17.621526610491138
东欧,低阶SARIMA,2014-05-01,86,19.22153931590193
东欧,低阶SARIMA,2014-06-01,90,20.821540243858685
东欧,低阶SARIMA,2014-07-01,196,25.42147875268685
东欧,低阶SARIMA,2014-08-01,78,22.02153094458257
东欧,低阶SARIMA,2014-09-01,88,18.421557534355337
东欧,低阶SARIMA,2014-10-01,138,20.821543281118608
东欧,低阶SARIMA,2014-11-01,105,24.821459326802284
东欧,低阶SARIMA,2014-12-01,67,16.62155261479671
东欧,低阶SARIMA,2015-01-01,143,82.50934019778697
东欧,低阶SARIMA,2015-02-01,82,85.57615893985589
东欧,低阶SARIMA,2015-03-01,103,76.55194326497535
东欧,低阶SARIMA,2015-04-01,81,140.02959001753285
东欧,低阶SARIMA,2015-05-01,54,154.10508286102709
东欧,低阶SARIMA,2015-06-01,40,158.20662416589394
东欧,低阶SARIMA,2015-07-01,34,265.001216309879
东欧,低阶SARIMA,2015-08-01,49,146.04706404250928
东欧,低阶SARIMA,2015-09-01,19,156.14634124598217
东欧,低阶SARIMA,2015-10-01,31,206.4897763477667
东欧,低阶SARIMA,2015-11-01,27,173.22133967038005
东欧,低阶SARIMA,2015-12-01,21,134.91108287214146
东欧,低阶SARIMA,2016-01-01,5,37.68592218847178
东欧,低阶SARIMA,2016-02-01,16,24.68870722604892
东欧,低阶SARIMA,2016-03-01,14,25.0886519811123
东欧,低阶SARIMA,2016-04-01,18,35.686919715809964
东欧,低阶SARIMA,2016-05-01,13,34.687427775306666
东欧,低阶SARIMA,2016-06-01,8,32.888694153346066
东欧,低阶SARIMA,2016-07-01,5,52.88450190096652
东欧,低阶SARIMA,2016-08-01,17,32.688246787554064
东欧,低阶SARIMA,2016-09-01,14,25.488918059433875
东欧,低阶SARIMA,2016-10-01,12,39.885971159045084
东欧,低阶SARIMA,2016-11-01,3,32.08726203727749
东欧,低阶SARIMA,2016-12-01,9,20.489149742770685
中东与北非,季节朴素,2012-01-01,232,107.0
中东与北非,季节朴素,2012-02-01,164,76.0
中东与北非,季节朴素,2012-03-01,165,125.0
中东与北非,季节朴素,2012-04-01,214,148.0
中东与北非,季节朴素,2012-05-01,194,154.0
中东与北非,季节朴素,2012-06-01,201,139.0
中东与北非,季节朴素,2012-07-01,209,118.0
中东与北非,季节朴素,2012-08-01,253,130.0
中东与北非,季节朴素,2012-09-01,228,132.0
中东与北非,季节朴素,2012-10-01,201,127.0
中东与北非,季节朴素,2012-11-01,205,237.0
中东与北非,季节朴素,2012-12-01,143,170.0
中东与北非,季节朴素,2013-01-01,208,232.0
中东与北非,季节朴素,2013-02-01,186,164.0
中东与北非,季节朴素,2013-03-01,231,165.0
中东与北非,季节朴素,2013-04-01,252,214.0
中东与北非,季节朴素,2013-05-01,343,194.0
中东与北非,季节朴素,2013-06-01,311,201.0
中东与北非,季节朴素,2013-07-01,522,209.0
中东与北非,季节朴素,2013-08-01,460,253.0
中东与北非,季节朴素,2013-09-01,401,228.0
