地区,模型,月份,实际事件数,预测事件数
南美,低阶SARIMA,2014-03-01,21,15.457988069025498
南美,低阶SARIMA,2014-04-01,26,16.25802124674384
南美,低阶SARIMA,2014-05-01,19,18.25795387250203
南美,低阶SARIMA,2014-06-01,23,13.458005957594308
南美,低阶SARIMA,2014-07-01,37,13.058017840998168
南美,低阶SARIMA,2014-08-01,33,13.257977536422384
南美,低阶SARIMA,2014-09-01,25,10.258016230868282
南美,低阶SARIMA,2014-10-01,24,13.258042868212708
南美,低阶SARIMA,2014-11-01,27,17.257934538197503
南美,低阶SARIMA,2014-12-01,14,13.257980856753065
南美,低阶SARIMA,2015-01-01,5,29.78424267656321
南美,低阶SARIMA,2015-02-01,15,25.935601068270465
南美,低阶SARIMA,2015-03-01,9,26.583815694522762
南美,低阶SARIMA,2015-04-01,5,30.838430152570808
南美,低阶SARIMA,2015-05-01,19,28.086844437135237
南美,低阶SARIMA,2015-06-01,39,26.783919978090452
南美,低阶SARIMA,2015-07-01,34,34.39837078036562
南美,低阶SARIMA,2015-08-01,15,31.84272488045847
南美,低阶SARIMA,2015-09-01,16,25.74308996508405
南美,低阶SARIMA,2015-10-01,7,29.525036032889815
南美,低阶SARIMA,2015-11-01,6,30.931060471933986
南美,低阶SARIMA,2015-12-01,6,22.845915538649844
南美,低阶SARIMA,2016-01-01,4,4.889561801471074
南美,低阶SARIMA,2016-02-01,19,7.1510874419291115
南美,低阶SARIMA,2016-03-01,12,4.736107430769749
南美,低阶SARIMA,2016-04-01,18,5.534640219582327
南美,低阶SARIMA,2016-05-01,12,10.076113565711681
南美,低阶SARIMA,2016-06-01,11,18.239677932557207
南美,低阶SARIMA,2016-07-01,14,20.4144499871584
南美,低阶SARIMA,2016-08-01,17,10.186574168705231
南美,低阶SARIMA,2016-09-01,16,7.354318087056987
南美,低阶SARIMA,2016-10-01,9,5.39555326095767
南美,低阶SARIMA,2016-11-01,16,5.429900423309656
南美,低阶SARIMA,2016-12-01,11,1.3916350273687748
东亚,季节朴素,2012-01-01,0,0.0
东亚,季节朴素,2012-02-01,1,0.0
东亚,季节朴素,2012-03-01,0,0.0
东亚,季节朴素,2012-04-01,0,0.0
东亚,季节朴素,2012-05-01,1,0.0
东亚,季节朴素,2012-06-01,1,0.0
东亚,季节朴素,2012-07-01,0,3.0
东亚,季节朴素,2012-08-01,0,0.0
东亚,季节朴素,2012-09-01,0,0.0
东亚,季节朴素,2012-10-01,1,1.0
东亚,季节朴素,2012-11-01,0,0.0
东亚,季节朴素,2012-12-01,0,0.0
东亚,季节朴素,2013-01-01,0,0.0
东亚,季节朴素,2013-02-01,0,1.0
东亚,季节朴素,2013-03-01,1,0.0
东亚,季节朴素,2013-04-01,2,0.0
东亚,季节朴素,2013-05-01,0,1.0
东亚,季节朴素,2013-06-01,7,1.0
东亚,季节朴素,2013-07-01,0,0.0
东亚,季节朴素,2013-08-01,0,0.0
东亚,季节朴素,2013-09-01,0,0.0
东亚,季节朴素,2013-10-01,1,1.0
东亚,季节朴素,2013-11-01,3,0.0
东亚,季节朴素,2013-12-01,1,0.0
东亚,季节朴素,2014-01-01,6,0.0
东亚,季节朴素,2014-02-01,3,0.0
东亚,季节朴素,2014-03-01,5,1.0
东亚,季节朴素,2014-04-01,3,2.0
东亚,季节朴素,2014-05-01,8,0.0
东亚,季节朴素,2014-06-01,4,7.0
东亚,季节朴素,2014-07-01,6,0.0
东亚,季节朴素,2014-08-01,1,0.0
东亚,季节朴素,2014-09-01,4,0.0
东亚,季节朴素,2014-10-01,1,1.0
东亚,季节朴素,2014-11-01,2,3.0
东亚,季节朴素,2014-12-01,0,1.0
东亚,季节朴素,2015-01-01,0,6.0
东亚,季节朴素,2015-02-01,1,3.0
东亚,季节朴素,2015-03-01,6,5.0
东亚,季节朴素,2015-04-01,2,3.0
东亚,季节朴素,2015-05-01,3,8.0
东亚,季节朴素,2015-06-01,2,4.0
东亚,季节朴素,2015-07-01,4,6.0
东亚,季节朴素,2015-08-01,6,1.0
东亚,季节朴素,2015-09-01,2,4.0
东亚,季节朴素,2015-10-01,0,1.0
东亚,季节朴素,2015-11-01,1,2.0
东亚,季节朴素,2015-12-01,1,0.0
东亚,季节朴素,2016-01-01,0,0.0
东亚,季节朴素,2016-02-01,1,1.0
东亚,季节朴素,2016-03-01,0,6.0
东亚,季节朴素,2016-04-01,1,2.0
东亚,季节朴素,2016-05-01,0,3.0
东亚,季节朴素,2016-06-01,0,2.0
东亚,季节朴素,2016-07-01,1,4.0
东亚,季节朴素,2016-08-01,0,6.0
东亚,季节朴素,2016-09-01,0,2.0
东亚,季节朴素,2016-10-01,0,0.0
东亚,季节朴素,2016-11-01,3,1.0
东亚,季节朴素,2016-12-01,2,1.0
东亚,近12月均值,2012-01-01,0,0.3333333333333333
东亚,近12月均值,2012-02-01,1,0.3333333333333333
东亚,近12月均值,2012-03-01,0,0.3333333333333333
东亚,近12月均值,2012-04-01,0,0.3333333333333333
东亚,近12月均值,2012-05-01,1,0.3333333333333333
东亚,近12月均值,2012-06-01,1,0.3333333333333333
东亚,近12月均值,2012-07-01,0,0.3333333333333333
东亚,近12月均值,2012-08-01,0,0.3333333333333333
东亚,近12月均值,2012-09-01,0,0.3333333333333333
东亚,近12月均值,2012-10-01,1,0.3333333333333333
东亚,近12月均值,2012-11-01,0,0.3333333333333333
东亚,近12月均值,2012-12-01,0,0.3333333333333333
东亚,近12月均值,2013-01-01,0,0.3333333333333333
东亚,近12月均值,2013-02-01,0,0.3333333333333333
东亚,近12月均值,2013-03-01,1,0.3333333333333333
东亚,近12月均值,2013-04-01,2,0.3333333333333333
东亚,近12月均值,2013-05-01,0,0.3333333333333333
东亚,近12月均值,2013-06-01,7,0.3333333333333333
东亚,近12月均值,2013-07-01,0,0.3333333333333333
东亚,近12月均值,2013-08-01,0,0.3333333333333333
东亚,近12月均值,2013-09-01,0,0.3333333333333333
东亚,近12月均值,2013-10-01,1,0.3333333333333333
东亚,近12月均值,2013-11-01,3,0.3333333333333333
东亚,近12月均值,2013-12-01,1,0.3333333333333333
东亚,近12月均值,2014-01-01,6,1.25
东亚,近12月均值,2014-02-01,3,1.25
东亚,近12月均值,2014-03-01,5,1.25
东亚,近12月均值,2014-04-01,3,1.25
东亚,近12月均值,2014-05-01,8,1.25
东亚,近12月均值,2014-06-01,4,1.25
东亚,近12月均值,2014-07-01,6,1.25
东亚,近12月均值,2014-08-01,1,1.25
东亚,近12月均值,2014-09-01,4,1.25
东亚,近12月均值,2014-10-01,1,1.25
东亚,近12月均值,2014-11-01,2,1.25
东亚,近12月均值,2014-12-01,0,1.25
东亚,近12月均值,2015-01-01,0,3.5833333333333335
东亚,近12月均值,2015-02-01,1,3.5833333333333335
东亚,近12月均值,2015-03-01,6,3.5833333333333335
东亚,近12月均值,2015-04-01,2,3.5833333333333335
东亚,近12月均值,2015-05-01,3,3.5833333333333335
东亚,近12月均值,2015-06-01,2,3.5833333333333335
东亚,近12月均值,2015-07-01,4,3.5833333333333335
东亚,近12月均值,2015-08-01,6,3.5833333333333335
东亚,近12月均值,2015-09-01,2,3.5833333333333335
东亚,近12月均值,2015-10-01,0,3.5833333333333335
东亚,近12月均值,2015-11-01,1,3.5833333333333335
东亚,近12月均值,2015-12-01,1,3.5833333333333335
东亚,近12月均值,2016-01-01,0,2.3333333333333335
东亚,近12月均值,2016-02-01,1,2.3333333333333335
东亚,近12月均值,2016-03-01,0,2.3333333333333335
东亚,近12月均值,2016-04-01,1,2.3333333333333335
东亚,近12月均值,2016-05-01,0,2.3333333333333335
东亚,近12月均值,2016-06-01,0,2.3333333333333335
东亚,近12月均值,2016-07-01,1,2.3333333333333335
东亚,近12月均值,2016-08-01,0,2.3333333333333335
东亚,近12月均值,2016-09-01,0,2.3333333333333335
东亚,近12月均值,2016-10-01,0,2.3333333333333335
东亚,近12月均值,2016-11-01,3,2.3333333333333335
东亚,近12月均值,2016-12-01,2,2.3333333333333335
东亚,阻尼季节ETS,2012-01-01,0,0.0
东亚,阻尼季节ETS,2012-02-01,1,0.2722198318975019
东亚,阻尼季节ETS,2012-03-01,0,0.6532197387981471
东亚,阻尼季节ETS,2012-04-01,0,0.43706145214882597
东亚,阻尼季节ETS,2012-05-01,1,0.22330322614320428
东亚,阻尼季节ETS,2012-06-01,1,0.21181645090271273
东亚,阻尼季节ETS,2012-07-01,0,1.2023754361520742
东亚,阻尼季节ETS,2012-08-01,0,2.1950533275076665
东亚,阻尼季节ETS,2012-09-01,0,0.38921014790639996
东亚,阻尼季节ETS,2012-10-01,1,0.18501251820068815
东亚,阻尼季节ETS,2012-11-01,0,0.0
东亚,阻尼季节ETS,2012-12-01,0,0.0
东亚,阻尼季节ETS,2013-01-01,0,0.0
东亚,阻尼季节ETS,2013-02-01,0,0.0
东亚,阻尼季节ETS,2013-03-01,1,0.038368613099905816
东亚,阻尼季节ETS,2013-04-01,2,0.0
东亚,阻尼季节ETS,2013-05-01,0,0.0
东亚,阻尼季节ETS,2013-06-01,7,0.0
东亚,阻尼季节ETS,2013-07-01,0,0.803386478062322
东亚,阻尼季节ETS,2013-08-01,0,1.8387308328315475
东亚,阻尼季节ETS,2013-09-01,0,0.07201035987576918
东亚,阻尼季节ETS,2013-10-01,1,0.10331023385082841
东亚,阻尼季节ETS,2013-11-01,3,0.0
东亚,阻尼季节ETS,2013-12-01,1,0.0
东亚,阻尼季节ETS,2014-01-01,6,0.5170745716186785
东亚,阻尼季节ETS,2014-02-01,3,0.9595253497498197
东亚,阻尼季节ETS,2014-03-01,5,1.193834994381613
东亚,阻尼季节ETS,2014-04-01,3,1.2209490677414294
东亚,阻尼季节ETS,2014-05-01,8,1.0419607847147048
东亚,阻尼季节ETS,2014-06-01,4,2.4575055511960517
东亚,阻尼季节ETS,2014-07-01,6,1.4683493889709966
东亚,阻尼季节ETS,2014-08-01,1,0.8751059091247276
东亚,阻尼季节ETS,2014-09-01,4,0.8783734132293248
东亚,阻尼季节ETS,2014-10-01,1,1.2785166797973877
东亚,阻尼季节ETS,2014-11-01,2,1.2759387307095438
东亚,阻尼季节ETS,2014-12-01,0,0.871051378059564
东亚,阻尼季节ETS,2015-01-01,0,3.43326927850627
东亚,阻尼季节ETS,2015-02-01,1,3.022291912163936
东亚,阻尼季节ETS,2015-03-01,6,3.4113701142163424
东亚,阻尼季节ETS,2015-04-01,2,3.2004343770263484
东亚,阻尼季节ETS,2015-05-01,3,3.9895552555434626
东亚,阻尼季节ETS,2015-06-01,2,4.5787509711649
东亚,阻尼季节ETS,2015-07-01,4,3.9679962634221146
东亚,阻尼季节ETS,2015-08-01,6,2.557307233052699
东亚,阻尼季节ETS,2015-09-01,2,2.946655750600376
东亚,阻尼季节ETS,2015-10-01,0,2.9360668467604096
东亚,阻尼季节ETS,2015-11-01,1,3.1254701951580506
东亚,阻尼季节ETS,2015-12-01,1,2.314915549538446
东亚,阻尼季节ETS,2016-01-01,0,2.5608098696790615
东亚,阻尼季节ETS,2016-02-01,1,2.3310155743608303
东亚,阻尼季节ETS,2016-03-01,0,3.7018577129355235
东亚,阻尼季节ETS,2016-04-01,1,2.673289773094948
东亚,阻尼季节ETS,2016-05-01,0,3.645373403937395
东亚,阻尼季节ETS,2016-06-01,0,4.018036434312733
东亚,阻尼季节ETS,2016-07-01,1,3.7912691345785414
东亚,阻尼季节ETS,2016-08-01,0,2.56503916497355
东亚,阻尼季节ETS,2016-09-01,0,2.3394328722170767
东亚,阻尼季节ETS,2016-10-01,0,1.914333176431725
东亚,阻尼季节ETS,2016-11-01,3,2.289745049454114
东亚,阻尼季节ETS,2016-12-01,2,1.4657038881356126
东亚,低阶SARIMA,2012-01-01,0,0.0
东亚,低阶SARIMA,2012-02-01,1,0.27738199734781654
东亚,低阶SARIMA,2012-03-01,0,0.6773759131504133
东亚,低阶SARIMA,2012-04-01,0,0.4773775871834022
东亚,低阶SARIMA,2012-05-01,1,0.27738206367324947
东亚,低阶SARIMA,2012-06-01,1,0.2773823289581971
东亚,低阶SARIMA,2012-07-01,0,1.2773995706566246
东亚,低阶SARIMA,2012-08-01,0,2.277341369831405
东亚,低阶SARIMA,2012-09-01,0,0.4773781177617693
东亚,低阶SARIMA,2012-10-01,1,0.27739220397325215
东亚,低阶SARIMA,2012-11-01,0,0.0
东亚,低阶SARIMA,2012-12-01,0,0.07738345917028372
东亚,低阶SARIMA,2013-01-01,0,0.0
东亚,低阶SARIMA,2013-02-01,0,0.5413260292966012
东亚,低阶SARIMA,2013-03-01,1,0.0
东亚,低阶SARIMA,2013-04-01,2,0.0
东亚,低阶SARIMA,2013-05-01,0,0.541326038430078
东亚,低阶SARIMA,2013-06-01,7,0.541326048699206
东亚,低阶SARIMA,2013-07-01,0,0.6301573137278358
东亚,低阶SARIMA,2013-08-01,0,0.10936234041817039
东亚,低阶SARIMA,2013-09-01,0,0.0
东亚,低阶SARIMA,2013-10-01,1,0.7408660581932489
东亚,低阶SARIMA,2013-11-01,3,0.0
东亚,低阶SARIMA,2013-12-01,1,0.0
东亚,低阶SARIMA,2014-01-01,6,0.8078250166462106
东亚,低阶SARIMA,2014-02-01,3,0.9857454219530604
东亚,低阶SARIMA,2014-03-01,5,1.5859788807161412
东亚,低阶SARIMA,2014-04-01,3,2.35659385991688
东亚,低阶SARIMA,2014-05-01,8,0.9857454219787833
东亚,低阶SARIMA,2014-06-01,4,6.397641003810422
东亚,低阶SARIMA,2014-07-01,6,0.9297919794439429
东亚,低阶SARIMA,2014-08-01,1,0.8169586697506498
东亚,低阶SARIMA,2014-09-01,4,0.8103379775765618
东亚,低阶SARIMA,2014-10-01,1,1.796178400211621
东亚,低阶SARIMA,2014-11-01,2,3.127208836450749
东亚,低阶SARIMA,2014-12-01,0,1.580952955209562
东亚,低阶SARIMA,2015-01-01,0,3.7984667343662393
东亚,低阶SARIMA,2015-02-01,1,3.0378481410029003
东亚,低阶SARIMA,2015-03-01,6,3.7175140468464174
东亚,低阶SARIMA,2015-04-01,2,3.3235306594822944
东亚,低阶SARIMA,2015-05-01,3,4.603001375574203
东亚,低阶SARIMA,2015-06-01,2,4.975422451624606
东亚,低阶SARIMA,2015-07-01,4,4.2361655997824625
东亚,低阶SARIMA,2015-08-01,6,2.363833121565285
东亚,低阶SARIMA,2015-09-01,2,3.172405778293329
东亚,低阶SARIMA,2015-10-01,0,2.7897639218528005
东亚,低阶SARIMA,2015-11-01,1,3.242577388726324
东亚,低阶SARIMA,2015-12-01,1,2.152361548898126
东亚,低阶SARIMA,2016-01-01,0,2.467425060914893
东亚,低阶SARIMA,2016-02-01,1,2.2674252025006476
东亚,低阶SARIMA,2016-03-01,0,3.6674428060409046
东亚,低阶SARIMA,2016-04-01,1,2.6674292942222
东亚,低阶SARIMA,2016-05-01,0,3.6674360835235027
东亚,低阶SARIMA,2016-06-01,0,4.067424445795763
东亚,低阶SARIMA,2016-07-01,1,3.867431973855925
东亚,低阶SARIMA,2016-08-01,0,2.667440902498315
东亚,低阶SARIMA,2016-09-01,0,2.467430258212669
东亚,低阶SARIMA,2016-10-01,0,2.0674164475038306
东亚,低阶SARIMA,2016-11-01,3,2.4674224902156223
东亚,低阶SARIMA,2016-12-01,2,1.6674242345743895
东南亚,季节朴素,2012-01-01,28,32.0
东南亚,季节朴素,2012-02-01,35,35.0
东南亚,季节朴素,2012-03-01,68,35.0
东南亚,季节朴素,2012-04-01,47,23.0
东南亚,季节朴素,2012-05-01,41,21.0
东南亚,季节朴素,2012-06-01,40,33.0
东南亚,季节朴素,2012-07-01,52,18.0
东南亚,季节朴素,2012-08-01,78,23.0
东南亚,季节朴素,2012-09-01,34,19.0
东南亚,季节朴素,2012-10-01,72,43.0
东南亚,季节朴素,2012-11-01,53,48.0
东南亚,季节朴素,2012-12-01,39,26.0
东南亚,季节朴素,2013-01-01,64,28.0
东南亚,季节朴素,2013-02-01,97,35.0
东南亚,季节朴素,2013-03-01,75,68.0
东南亚,季节朴素,2013-04-01,137,47.0
东南亚,季节朴素,2013-05-01,135,41.0
东南亚,季节朴素,2013-06-01,90,40.0
东南亚,季节朴素,2013-07-01,100,52.0
东南亚,季节朴素,2013-08-01,112,78.0
东南亚,季节朴素,2013-09-01,92,34.0
东南亚,季节朴素,2013-10-01,122,72.0
东南亚,季节朴素,2013-11-01,82,53.0
东南亚,季节朴素,2013-12-01,82,39.0
东南亚,季节朴素,2014-01-01,91,64.0
东南亚,季节朴素,2014-02-01,117,97.0
东南亚,季节朴素,2014-03-01,113,75.0
东南亚,季节朴素,2014-04-01,65,137.0
东南亚,季节朴素,2014-05-01,153,135.0
东南亚,季节朴素,2014-06-01,72,90.0
东南亚,季节朴素,2014-07-01,84,100.0
东南亚,季节朴素,2014-08-01,84,112.0
东南亚,季节朴素,2014-09-01,77,92.0
东南亚,季节朴素,2014-10-01,74,122.0
东南亚,季节朴素,2014-11-01,79,82.0
东南亚,季节朴素,2014-12-01,73,82.0
东南亚,季节朴素,2015-01-01,74,91.0
东南亚,季节朴素,2015-02-01,81,117.0
东南亚,季节朴素,2015-03-01,88,113.0
东南亚,季节朴素,2015-04-01,99,65.0
东南亚,季节朴素,2015-05-01,100,153.0
东南亚,季节朴素,2015-06-01,71,72.0
东南亚,季节朴素,2015-07-01,97,84.0
东南亚,季节朴素,2015-08-01,82,84.0
东南亚,季节朴素,2015-09-01,75,77.0
东南亚,季节朴素,2015-10-01,120,74.0
东南亚,季节朴素,2015-11-01,84,79.0
东南亚,季节朴素,2015-12-01,101,73.0
东南亚,季节朴素,2016-01-01,74,74.0
东南亚,季节朴素,2016-02-01,106,81.0
东南亚,季节朴素,2016-03-01,118,88.0
东南亚,季节朴素,2016-04-01,98,99.0
东南亚,季节朴素,2016-05-01,121,100.0
东南亚,季节朴素,2016-06-01,83,71.0
东南亚,季节朴素,2016-07-01,66,97.0
东南亚,季节朴素,2016-08-01,127,82.0
东南亚,季节朴素,2016-09-01,35,75.0
东南亚,季节朴素,2016-10-01,53,120.0
东南亚,季节朴素,2016-11-01,128,84.0
东南亚,季节朴素,2016-12-01,68,101.0
东南亚,近12月均值,2012-01-01,28,29.666666666666668
东南亚,近12月均值,2012-02-01,35,29.666666666666668
东南亚,近12月均值,2012-03-01,68,29.666666666666668
东南亚,近12月均值,2012-04-01,47,29.666666666666668
东南亚,近12月均值,2012-05-01,41,29.666666666666668
东南亚,近12月均值,2012-06-01,40,29.666666666666668
东南亚,近12月均值,2012-07-01,52,29.666666666666668
东南亚,近12月均值,2012-08-01,78,29.666666666666668
东南亚,近12月均值,2012-09-01,34,29.666666666666668
东南亚,近12月均值,2012-10-01,72,29.666666666666668
东南亚,近12月均值,2012-11-01,53,29.666666666666668
东南亚,近12月均值,2012-12-01,39,29.666666666666668
东南亚,近12月均值,2013-01-01,64,48.916666666666664
东南亚,近12月均值,2013-02-01,97,48.916666666666664
东南亚,近12月均值,2013-03-01,75,48.916666666666664
东南亚,近12月均值,2013-04-01,137,48.916666666666664
东南亚,近12月均值,2013-05-01,135,48.916666666666664
东南亚,近12月均值,2013-06-01,90,48.916666666666664
东南亚,近12月均值,2013-07-01,100,48.916666666666664
东南亚,近12月均值,2013-08-01,112,48.916666666666664
东南亚,近12月均值,2013-09-01,92,48.916666666666664
东南亚,近12月均值,2013-10-01,122,48.916666666666664
东南亚,近12月均值,2013-11-01,82,48.916666666666664
东南亚,近12月均值,2013-12-01,82,48.916666666666664
东南亚,近12月均值,2014-01-01,91,99.0
东南亚,近12月均值,2014-02-01,117,99.0
东南亚,近12月均值,2014-03-01,113,99.0
东南亚,近12月均值,2014-04-01,65,99.0
东南亚,近12月均值,2014-05-01,153,99.0
东南亚,近12月均值,2014-06-01,72,99.0
东南亚,近12月均值,2014-07-01,84,99.0
东南亚,近12月均值,2014-08-01,84,99.0
东南亚,近12月均值,2014-09-01,77,99.0
东南亚,近12月均值,2014-10-01,74,99.0
东南亚,近12月均值,2014-11-01,79,99.0
东南亚,近12月均值,2014-12-01,73,99.0
东南亚,近12月均值,2015-01-01,74,90.16666666666667
东南亚,近12月均值,2015-02-01,81,90.16666666666667
东南亚,近12月均值,2015-03-01,88,90.16666666666667
东南亚,近12月均值,2015-04-01,99,90.16666666666667
东南亚,近12月均值,2015-05-01,100,90.16666666666667
东南亚,近12月均值,2015-06-01,71,90.16666666666667
东南亚,近12月均值,2015-07-01,97,90.16666666666667
东南亚,近12月均值,2015-08-01,82,90.16666666666667
东南亚,近12月均值,2015-09-01,75,90.16666666666667
东南亚,近12月均值,2015-10-01,120,90.16666666666667
东南亚,近12月均值,2015-11-01,84,90.16666666666667
东南亚,近12月均值,2015-12-01,101,90.16666666666667
东南亚,近12月均值,2016-01-01,74,89.33333333333333
东南亚,近12月均值,2016-02-01,106,89.33333333333333
东南亚,近12月均值,2016-03-01,118,89.33333333333333
东南亚,近12月均值,2016-04-01,98,89.33333333333333
东南亚,近12月均值,2016-05-01,121,89.33333333333333
东南亚,近12月均值,2016-06-01,83,89.33333333333333
东南亚,近12月均值,2016-07-01,66,89.33333333333333
东南亚,近12月均值,2016-08-01,127,89.33333333333333
东南亚,近12月均值,2016-09-01,35,89.33333333333333
东南亚,近12月均值,2016-10-01,53,89.33333333333333
东南亚,近12月均值,2016-11-01,128,89.33333333333333
东南亚,近12月均值,2016-12-01,68,89.33333333333333
东南亚,阻尼季节ETS,2012-01-01,28,22.27461415249422
东南亚,阻尼季节ETS,2012-02-01,35,26.971229108160905
东南亚,阻尼季节ETS,2012-03-01,68,34.694439071349585
东南亚,阻尼季节ETS,2012-04-01,47,33.504827161288155
东南亚,阻尼季节ETS,2012-05-01,41,35.92891043620689
东南亚,阻尼季节ETS,2012-06-01,40,43.41792153478491
东南亚,阻尼季节ETS,2012-07-01,52,31.4952702764954
东南亚,阻尼季节ETS,2012-08-01,78,33.22629413767379
东南亚,阻尼季节ETS,2012-09-01,34,34.55085017978074
东南亚,阻尼季节ETS,2012-10-01,72,35.50177124837087
东南亚,阻尼季节ETS,2012-11-01,53,39.26075797583572
东南亚,阻尼季节ETS,2012-12-01,39,19.478240490887742
东南亚,阻尼季节ETS,2013-01-01,64,41.07345326022843
东南亚,阻尼季节ETS,2013-02-01,97,43.22308919669132
东南亚,阻尼季节ETS,2013-03-01,75,58.58167777655669
东南亚,阻尼季节ETS,2013-04-01,137,52.3258509138283
东南亚,阻尼季节ETS,2013-05-01,135,55.88987621663951
东南亚,阻尼季节ETS,2013-06-01,90,53.6407898452584
东南亚,阻尼季节ETS,2013-07-01,100,56.00268751457341
东南亚,阻尼季节ETS,2013-08-01,112,61.53722765909308
东南亚,阻尼季节ETS,2013-09-01,92,54.31796733902552
东南亚,阻尼季节ETS,2013-10-01,122,60.04767196457526
东南亚,阻尼季节ETS,2013-11-01,82,53.610192873339294
东南亚,阻尼季节ETS,2013-12-01,82,42.54625580426491
东南亚,阻尼季节ETS,2014-01-01,91,94.58684680897025
东南亚,阻尼季节ETS,2014-02-01,117,105.41468023494912
东南亚,阻尼季节ETS,2014-03-01,113,114.0476194237677
东南亚,阻尼季节ETS,2014-04-01,65,115.28538303779531
东南亚,阻尼季节ETS,2014-05-01,153,116.52734995022722
东南亚,阻尼季节ETS,2014-06-01,72,102.97292654549952
东南亚,阻尼季节ETS,2014-07-01,84,100.02186388327722
东南亚,阻尼季节ETS,2014-08-01,84,104.67350423443847
东南亚,阻尼季节ETS,2014-09-01,77,103.32770490838212
东南亚,阻尼季节ETS,2014-10-01,74,116.78395201910509
东南亚,阻尼季节ETS,2014-11-01,79,99.44225490790521
东南亚,阻尼季节ETS,2014-12-01,73,85.30213851407179
东南亚,阻尼季节ETS,2015-01-01,74,72.45359813213346
东南亚,阻尼季节ETS,2015-02-01,81,88.44831951521617
东南亚,阻尼季节ETS,2015-03-01,88,89.80564659975667
东南亚,阻尼季节ETS,2015-04-01,99,84.48480451368518
东南亚,阻尼季节ETS,2015-05-01,100,106.66253582113644
东南亚,阻尼季节ETS,2015-06-01,71,72.52745706239452
东南亚,阻尼季节ETS,2015-07-01,97,72.66446778781601
东南亚,阻尼季节ETS,2015-08-01,82,81.05759831339883
东南亚,阻尼季节ETS,2015-09-01,75,71.29997349543531
东南亚,阻尼季节ETS,2015-10-01,120,86.5771762947853
东南亚,阻尼季节ETS,2015-11-01,84,73.07883377649165
东南亚,阻尼季节ETS,2015-12-01,101,62.415596379116145
东南亚,阻尼季节ETS,2016-01-01,74,96.61986247977612
东南亚,阻尼季节ETS,2016-02-01,106,111.07011387395582
东南亚,阻尼季节ETS,2016-03-01,118,113.15306689624138
东南亚,阻尼季节ETS,2016-04-01,98,110.86929390592327
东南亚,阻尼季节ETS,2016-05-01,121,125.95423578226209
东南亚,阻尼季节ETS,2016-06-01,83,96.4963217920577
东南亚,阻尼季节ETS,2016-07-01,66,104.82469693128992
东南亚,阻尼季节ETS,2016-08-01,127,109.78796225308045
东南亚,阻尼季节ETS,2016-09-01,35,92.75345242097859
东南亚,阻尼季节ETS,2016-10-01,53,118.93711338327788
东南亚,阻尼季节ETS,2016-11-01,128,101.2962774795415
东南亚,阻尼季节ETS,2016-12-01,68,95.69641107828193
东南亚,低阶SARIMA,2012-01-01,28,20.422070832909547
东南亚,低阶SARIMA,2012-02-01,35,25.422069453427646
东南亚,低阶SARIMA,2012-03-01,68,33.42125162852831
东南亚,低阶SARIMA,2012-04-01,47,32.42166927071448
东南亚,低阶SARIMA,2012-05-01,41,35.02203059272061
东南亚,低阶SARIMA,2012-06-01,40,42.61983489186015
东南亚,低阶SARIMA,2012-07-01,52,30.82195428272732
东南亚,低阶SARIMA,2012-08-01,78,32.621064826497346
东南亚,低阶SARIMA,2012-09-01,34,34.021486454370944
东南亚,低阶SARIMA,2012-10-01,72,35.02198741087493
东南亚,低阶SARIMA,2012-11-01,53,38.81998534002537
东南亚,低阶SARIMA,2012-12-01,39,19.021833878243182
东南亚,低阶SARIMA,2013-01-01,64,42.286735784891285
东南亚,低阶SARIMA,2013-02-01,97,44.657756426704026
东南亚,低阶SARIMA,2013-03-01,75,60.18376612620057
东南亚,低阶SARIMA,2013-04-01,137,53.664633084016515
东南亚,低阶SARIMA,2013-05-01,135,57.17896666742884
东南亚,低阶SARIMA,2013-06-01,90,54.93615038189376
东南亚,低阶SARIMA,2013-07-01,100,57.225853044830025
东南亚,低阶SARIMA,2013-08-01,112,63.127243107416675
东南亚,低阶SARIMA,2013-09-01,92,55.57916605463168
东南亚,低阶SARIMA,2013-10-01,122,62.03794203815126
东南亚,低阶SARIMA,2013-11-01,82,55.47769636596689
东南亚,低阶SARIMA,2013-12-01,82,44.30351701507857
东南亚,低阶SARIMA,2014-01-01,91,96.69181806034973
东南亚,低阶SARIMA,2014-02-01,117,115.49122348141873
东南亚,低阶SARIMA,2014-03-01,113,116.07710864831915
东南亚,低阶SARIMA,2014-04-01,65,136.5123470399193
东南亚,低阶SARIMA,2014-05-01,153,135.97618662316023
东南亚,低阶SARIMA,2014-06-01,72,113.70315509314375
东南亚,低阶SARIMA,2014-07-01,84,117.85118897295351
东南亚,低阶SARIMA,2014-08-01,84,129.79891542795662
东南亚,低阶SARIMA,2014-09-01,77,113.66147036436564
东南亚,低阶SARIMA,2014-10-01,74,139.0231945289658
东南亚,低阶SARIMA,2014-11-01,79,114.4388909839772
东南亚,低阶SARIMA,2014-12-01,73,105.78107469783534
东南亚,低阶SARIMA,2015-01-01,74,79.37774618338749
东南亚,低阶SARIMA,2015-02-01,81,96.77648632983036
东南亚,低阶SARIMA,2015-03-01,88,99.37684011726907
东南亚,低阶SARIMA,2015-04-01,99,95.17859293942735
东南亚,低阶SARIMA,2015-05-01,100,118.37419610667492
东南亚,低阶SARIMA,2015-06-01,71,85.17903332748017
东南亚,低阶SARIMA,2015-07-01,97,86.17774439696966
